"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_panel","battery","color","price","rating","review_text"
"Laptop MacBook Air 13 inch M4 16GB/256GB","Apple M4","16 GB","Card tích hợp - 8 nhân GPU","256 GB SSD","13.6""","Liquid Retina (2560 x 1664)","IPS","Li-Po, 53.8 Wh","đen","23.990.000₫","4.9/5","Mình mua gần 1 tháng. mà mở 1 tay ko đc. bảng lề bị cứng. vậy đổi được ko || Ê dùng xem phim hay làm việc thì Pin trâu. Mà chơi game cái Pin như uống nước lun á trời Nó trôi nhanh vl. Chưa dùng Mac nên còn bỡ ngỡ nhiều cái"
"Laptop HP 15 fc0655AU - C81NGPA (R5 7430U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7430U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD","15.6""","Full HD (1920 x 1080)","Hãng không công bố","3-cell Li-Po, 41Wh","","14.990.000₫","5/5",""
"Laptop Asus Vivobook Go E1504FA - BQ1160W (R5 7520U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7520U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD M.2 NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion - 42 WHrs","","14.690.000₫","5/5",""
"Laptop Dell 15 DC15250 - DC5I5357W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000HVN (i5 13420H, 16GB, 512GB, WUXGA, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","15.3""","WUXGA (1920 x 1200)","IPS","60 Wh","","16.690.000₫","4.9/5","Màn hình rộng, chip ổn, hành trình gõ phím tốt, sử dụng với mục đích văn phòng quá ok. || mọi người ơi biết chỉnh setting cài đặt thành tiếng việt không ạ."
"Laptop Acer Aspire Lite 15 AL15 41P R3QL - NX.J54SV.001 (R7 5700U, 8GB, 512GB, Full HD, Win11)","AMD Ryzen 7 - 5700U","8 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 58 Wh","","12.990.000₫","5/5",""
"Laptop MacBook Pro 14 inch M5 16GB/512GB","Apple M5","16 GB","Card tích hợp - 10 nhân GPU","512 GB SSD","14.2""","Liquid Retina XDR display (3024 x 1964)","","Li-Po, 72.4 Wh","Đen","40.690.000₫","5/5","Chất lượng đúng chuẩn pro,mượt mà như sunsilk."
"Laptop HP 245 G10 - B8PF9AT (R5 7530U, 8GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7530U","8 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","13.490.000₫","5/5",""
"Laptop Dell 15 DC15255 - DC5R5802W1 (R5 7530U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","AMD Ryzen 5 - 7530U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","VA","3-cell Li-ion, 41 Wh","","15.990.000₫","5/5",""
"Laptop Asus Vivobook 15 X1504VA - BQ3394W (i3 1315U, 8GB, 512GB, Full HD, Win11)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD PCIe M.2 (2280)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","12.790.000₫","5/5",""
"Laptop Lenovo Ideapad Slim 3 15AMN8 - 82XQ00J0VN (R5 7520U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7520U","16 GB","Card tích hợp - AMD Radeon 610M Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","47 Wh","","13.990.000₫","4.9/5","Dùng tạm ổn. Pin khá trâu. Mỗi tội chip hơi đuối. Dùng bình thường cũng thi thoảng giật lag. Mới mua được 3 ngày mà đang dùng bình thường tự nhiên nó vào bios như này cũng k biết tại sao || Máy bị kêu tút tút hoài mà nt cho nhân viên bán hàng cho mình k thấy phản hồi lại để bảo hành"
"Laptop Acer Gaming Nitro V 15 ANV15 41 R2UP - NH.QPGSV.004 (R5 6600H, 16GB, 512GB, RTX 2050 4GB, Full HD 165Hz, Win11)","AMD Ryzen 5 - 6600H","16 GB","Card rời - NVIDIA GeForce RTX 2050, 4 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell, 57Wh","","18.690.000₫","4.9/5","Máy chạy mượt, ít bị nóng máy khi dùng cho lập trình, touchpad rất nhạy và không bị trễ. || sài ổn , nhưng không biết bật giới hạn 80% pin ở chỗ nào vậy"
"Laptop Acer Aspire Lite 15 AL15 71P 517D - NX.J7KSV.001 (i5 12450H, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Alder Lake - 12450H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 58 Wh","","14.890.000₫","5/5",""
"Laptop MSI Gaming Thin 15 B13UCX - 2080VN (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 2050, 4 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 52.4 Wh","","16.890.000₫","5/5",""
"Laptop MacBook Pro 14 inch M5 16GB/512GB Sạc 96W","Apple M5","16 GB","Card tích hợp - 10 nhân GPU","512 GB SSD","14.2""","Liquid Retina XDR display (3024 x 1964)","","Li-Po, 72.4 Wh","Bạc","41.890.000₫","5/5",""
"Laptop MacBook Air 13 inch M2 16GB/256GB","Apple M2","16 GB","Card tích hợp - 8 nhân GPU","256 GB SSD","13.6""","Liquid Retina (2560 x 1664)","","Lên đến 18 giờ","đen","19.690.000₫","4.9/5","Mua gần 1 năm , pin trâu , sạc nhanh ,màn đẹp ,Chưa gặp lỗi gì , khá hài lòng , đợi ra Air màn 120hz lên đời là đẹp || Cho em hỏi bên tgdd có cài office 365 vĩnh viễn cho macbook ko ạ"
"Laptop Asus Vivobook 15 X1504VA - BQ185WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","17.490.000₫","5/5",""
"Laptop Dell 15 DC15250 - DC5I7748W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 54 Wh","","20.990.000₫","4.9/5","Nhân viên nhiệt tình dễ thương trải nghiệm tốt || Tạm ổn, máy Dell 15 ko xử lý mạnh, khi quá tải là màn hình đen, hay quay tròn, ngồi đợi cả 10 phút"
"Laptop HP 15 fd0234TU - 9Q969PA-120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.690.000₫","5/5",""
"Laptop MSI Modern 15 F13MG - 667VN_16GB (i5 1334U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Po, 46.8 Wh","","15.490.000₫","5/5",""
"Laptop HP Pavilion 16 af0055TU - AY8C4PA (Ultra 5 125U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)","Intel Core Ultra 5 Meteor Lake - 125U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 59 Wh","","20.290.000₫","5/5",""
"Laptop Dell 15 DC15250 - 71071928 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Po, 41Wh","","17.490.000₫","5/5",""
"Laptop Acer Aspire Lite 14 AL14 71M 52GQ - NX.J4ASV.001 (i5 12500H, 16GB, 512GB, Full HD+, Win11)","Intel Core i5 Alder Lake - 12500H","16 GB","Card tích hợp - Intel Iris Xe Graphics eligible","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 58 Wh","","15.590.000₫","5/5","Mới mua được 2 tuần dùng vẫn rất ổn"
"Laptop MacBook Air 15 inch M4 16GB/256GB","Apple M4","16 GB","Card tích hợp - 10 nhân GPU","256 GB SSD","15.3""","Liquid Retina","IPS","Li-Po, 66.5 Wh","nhạt","28.990.000₫","5/5",""
"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20003VN (i5 13420H, 24GB, 512GB, WUXGA, Win11)","Intel Core i5 Raptor Lake - 13420H","24 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16""","WUXGA (1920 x 1200)","IPS","60 Wh","","18.690.000₫","4.9/5","Máy tốt trong tầm giá. Xem chi tiết trong file đính kèm."
"Laptop Asus Vivobook 15 X1504VA - BQ295W (Core 7 150U, 16GB, 512GB, Full HD, Win11)","Intel Core 7 Raptor Lake - 150U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","20.490.000₫ *","5/5",""
"Laptop Dell Pro 14 Essential PV14250 - PV14250-120U-16512W-BL (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD+ (1920 x 1200)","IPS","4-cell Li-ion, 54 Wh","","22.190.000₫","5/5",""
"Laptop MSI Gaming Thin 15 B13UC - 3247VN_16GB (i5 13420H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Po, 52.4 Wh","","20.190.000₫","5/5",""
"Laptop HP 15 fc0085AU - A6VV8PA (R5 7430U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7430U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","14.990.000₫","4.9/5","Chơi TFT mà FPS tụt thảm hại, nói chung con này chỉ soạn thảo văn bản thôi || nhân viên tư vấn nhiệt tình, thân thiện. Tv đúng, đủ và thực tế phù hợp với nhu cầu sử dụng của khách hàng."
"Laptop Dell Inspiron 15 3530 - N5I5530W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop Asus Vivobook S14 S3407VA - LY146W (Core 5 210H, 16GB, 512GB, WUXGA, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 70 Wh","","18.190.000₫ *","5/5",""
"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2230))","15.6""","Full HD (1920 x 1080)","WVA","4-cell, 54 Wh","","21.990.000₫","5/5",""
"Laptop Asus Vivobook 14 X1404VA - EB155WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","17.290.000₫ *","5/5",""
"Laptop HP 15 fd0015TU - A19C5PA (i7 1355U, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","20.490.000₫","4.9/5","Máy nóng và mau hết pin, mới mua đc 2 ngày mà pin sài đc 2 tiếng || Pin làm việc được 2 tiếng. dùng ở mức độ cơ bản, chấp nhận được."
"Laptop Acer Gaming Nitro V 15 ANV15 41 R1JY - NH.QPFSV.001 (R5 6600H, 16GB, 512GB, RTX 3050 6GB, Full HD 165Hz, Win11)","AMD Ryzen 5 - 6600H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell, 57Wh","","20.990.000₫","4.9/5","Máy xài ngon, hiệu năng rất tốt, làm office hay gaming đều khá ổn, đặt biệt là máy đủ sức cân các game Triple A."
"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV003CVN (i5 13450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13450HX","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","60 Wh","","25.690.000₫","5/5",""
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000FVN (i7 13620H, 24GB, 512GB, WUXGA, Win11)","Intel Core i7 Raptor Lake - 13620H","24 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.3""","WUXGA (1920 x 1200)","IPS","60 Wh","","22.690.000₫","4.9/5","Máy ko thể tắt nguồn hoàn toàn, mở nắp lên màn hình là nó tự bật nguồn. Mong được kỹ thuật tư vấn về vấn đề này."
"Laptop MSI Gaming Katana 15 B13VFK - 676VN (i7 13620H, 16GB, 1TB, RTX 4060 8GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 4060, 8 GB","1 TB SSD NVMe PCIe Gen 4","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","29.190.000₫","4.9/5","không có nhiều kinh nghiệm xài laptop lắm nhưng theo mình thì cái này xài mượt, ổn nha || Xài khá ổn, ngon trong tầm giá"
"Laptop Asus Gaming Vivobook K3605VC - RP364W (i5 13420H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 50 Wh","","20.190.000₫","5/5",""
"Laptop HP 240 G10 - B73TJAT (i3 1315U, 8GB, 512GB, Full HD, Win11)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","12.690.000₫","4.9/5","Mau hết pin .mới mua có 6 ngày mà pin sử dụng được có 4 giờ || Dùng một hồi kết nối rất tệ"
"Laptop Asus Vivobook S16 S3607VA - RP155WS (Core 5 210H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","16""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 70 Wh","","17.990.000₫ *","5/5",""
"Laptop Dell Inspiron 15 3530 - 71070372 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop HP 15 fd0235TU - 9Q970PA_120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","17.690.000₫","5/5",""
"Laptop Dell Inspiron 14 5440 - NDY5V1 (i5 1334U, 16GB, 512GB, Full HD+, OfficeHS, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","14""","Full HD+ (1920 x 1200)","","3-cell Li-ion, 41 Wh","","19.990.000₫","5/5",""
"Laptop Acer Aspire Lite AL14 52M 54CJ - NX.J39SV.002 (i5 1334U, 16GB, 512GB, WUXGA, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 58 Wh","","15.790.000₫","5/5",""
"Laptop Acer Aspire Go AG15 31P 30M4 - NX.KRPSV.004 (i3 N305, 8GB, 256GB, Full HD, Win11)","Intel Core i3 Alder Lake chuỗi N - N305","8 GB","Card tích hợp - Intel UHD Graphics","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 50 Wh","","11.490.000₫","4.9/5","Sản phẩm tốt chất lượng .đến thời điểm nầy || có vấn đề liên hệ hỗ trợ ngay."
"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13450HX","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Hỗ trợ thêm 1 khe cắm SSD NVMe M.2 PCIe Gen 4.0 mở rộng (nâng cấp tối đa 1 TB (2242))","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 60 Wh","","27.190.000₫","4.9/5","thông số bus RAM ghi trên web bị sai nha, 4800 thôi. Còn lại thì ok"
"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00J0VN (R7 7435HS, 24GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","AMD Ryzen 7 - 7435HS","24 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Hỗ trợ thêm 1 khe cắm SSD M.2 mở rộng (nâng cấp tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","60 Wh","","27.190.000₫","5/5","máy tốt nha nhưng mà nhanh nóng+tụt pin khá nhanh || Ngon mạnh nhưng nhanh nóng nha."
"Laptop MSI Modern 15 B12MO - 628VN (i5 1235U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Alder Lake - 1235U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-Cell, 39.3 Wh","","12.990.000₫","4.9/5","i5 trong tầm giá 12 tr thì bá r"
"Laptop Lenovo V14 G4 - 83A000S4VN (i3 1315U, 8GB, 512GB, Full HD, Win11)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","14""","Full HD (1920 x 1080)","IPS","Li-ion, 38 Wh","","10.990.000₫","5/5",""
"Laptop Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","IPS","4-cell, 56Wh","","23.190.000₫","4.9/5","mua về chỉ để chơi game , không làm việc nên rất tốt. màn đẹp, phím thì khỏi chê rồi. mỗi tội loa là điểm trừ thôi, rắc cắm usb chỉ có 2 rắc cắm đc bàn phím với chuột là hết, tai nghe phải bắt blutool. hiệu năng mượt, ổn định không có chỗ chê luôn || pin tuột như"
"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 1 TB, cần mua khay đựng và dây kết nối riêng)","15.6""","Full HD (1920 x 1080)","WVA","3 cell, 41 Wh","","17.490.000₫","5/5",""
"Laptop Asus Vivobook Go 15 E1504FA - NJ776W (R5 7520U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7520U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","TN","3-cell Li-ion, 42 Wh","","13.590.000₫","4.9/5","Tôi đang dùng máy Asus Vivobook Go E1504FA NJ776 nhưng không bật đèn bàn phím được. Xin hỏi máy có đèn bàn phím không Nếu có xin chỉ cách bật ạ || ok phết dùng mượt mà mà cho hỏi có chip intel i mấy ko"
"Laptop HP 15 fd0303TU - A2NL4PA (i3 1315U, 8GB, 512GB, Full HD, Win11)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","12.690.000₫","5/5","màu golden đẹp, thiết kế thanh nhã, màn hình rộng. các bạn thegioididong nguyentraithanhxuan tư vấn và bảo hành nhiệt tinh chu đáo. || Màng đẹp, mỏng, nhẹ, pin trâu, chạy mượt."
"Laptop Asus Vivobook 15 OLED A1505VA - MA515WS (i5 13420H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","2.8K (2880 x 1620) - OLED","","3-cell Li-ion, 50 Wh","","18.390.000₫","5/5","Máy sài ổn định tốt. Nên mua"
"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 52.5Wh","","22.790.000₫","3/5","Bản lề thì dỏm vãi , rung lắc hơn địa chấn quạt thổi tí mà muốn bay cái màn hình, touch bar lâu lâu đơ , thanh bar chỗ wifi và Bluetooth bấm nhầm cái đơ muốn đi ngủ"
"Laptop Acer Aspire Lite 15 AL15 42P R50R - NX.D34SV.004 (R5 7430U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7430U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 58 Wh","","14.990.000₫","5/5",""
"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS000JVN (i5 12450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450HX","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","60 Wh","","22.490.000₫","4.9/5","Trừ pin cực yếu ra thì mọi thứ đều ổn"
"Laptop Dell 15 DC15250 - CPH997 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","1 TB SSD NVMe M.2 PCIe (2230/2280)","15.6""","Full HD (1920 x 1080)","","4-cell, 54 Wh","","21.990.000₫","5/5",""
"Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 - 83HX0065VN (R5 AI 340, 32GB, 512GB, WUXGA OLED, Win11)","AMD Ryzen AI 5 - 340","32 GB","Card tích hợp - AMD Radeon 840M","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200) - OLED","OLED","60 Wh","","24.190.000₫","5/5",""
